Company_ID,FS year,Cash & Bank,Inventory,Accounts Receivable,Investment,Total Current Assets,Total Assets,Accounts Payable,Short- term loans and finance lease liabilities,Total current Liabilities,Long- term loans and finance lease liabilities,Total Non-Current Assets,Total Liabilities,Capital,Total Equity,Total Liabilities & Equity,Net Revenue,COSG,Gross Profit,Profit from operations,Net profit before tax,Net profit after tax,Tangible Net Worth,Interest expenses
1420,2024,"72,774","55,424","132,403", -   ,"263,434","666,393","50,317", -   ,"119,455","726,180","952,910","1,072,365","68,295","-405,972","666,393","840,533",-732392.00,"108,141","6,786","1,669",926,"-405,972", -   
1421,2024,"98,974","22,858","98,212","10,000","232,054","462,763","52,765",37,"59,209", -   , -   ,"59,209","54,774","403,554","462,762","675,638",-525624.00,"150,014","127,229","129,199","127,635","403,554","1,185"
1422,2024,"120,627","15,910","26,675", -   ,"163,212","281,668","32,408", -   ,"72,911", -   , -   ,"72,911","372,872","208,757","281,668","659,230",-649126.00,"10,104",-279,-279,-279,"208,757",
1423,2024,"70,376","1,525","28,797", -   ,"101,929","133,414","5,684","26,616","36,932", -   , -   ,"36,932","50,000","96,483","133,415","61,790",-51782.00,"10,008","3,081","2,333","2,278","96,483",
1424,2024,"11,914","10,655","4,996", -   ,"27,951","34,479","11,154", -   ,"28,897", -   , -   ,"28,897","2,000","5,582","34,479","141,378",-126532.00,"14,845","4,820","4,778","3,478","5,582",
1425,2024,"1,695","267,971","40,791","24,800","345,429","486,812","31,377","284,209","335,476", -   , -   ,"335,476","99,910","151,336","486,812","661,333",-608116.00,"53,217","17,650","17,694","15,920","151,336",
1426,2024,"7,360","19,253","3,188", -   ,"30,155","116,452","9,443","33,180","62,441", -   , -   ,"62,441","119,204","54,011","116,452","177,427",-211023.00,"-33,596","-52,313","-45,722","-45,722","53,740",
1427,2024,"2,005","14,422","93,452",502,"111,198","171,861","4,452","2,555","24,136", -   , -   ,"24,136","133,661","147,725","171,861","233,088",-197444.00,"35,644","33,383","33,406","26,995","147,725",308
1428,2024,"6,092","10,695","27,132", -   ,"61,366","97,208","6,469", -   ,"56,054", -   , -   ,"56,054","47,225","41,154","97,208","141,063",-101807.00,"39,256","8,039","6,000","6,000","41,154",
1429,2024,807,63,"10,687", -   ,"11,662","39,995","4,603", -   ,"6,780", -   ,"21,639","28,419","25,507","11,576","39,995", -   , -   , -   ,-5,-5,-5,"11,576",
1430,2024,111,357,"110,058", -   ,"110,534","110,534","56,138","59,799","127,756", -   , -   ,"127,756","10,000","-17,223","110,534","50,889",-50824.00,65,"-11,832","-11,834","-11,834","-17,223",
1431,2024,"8,465","1,094","11,553", -   ,"21,242","24,878","14,509", -   ,"18,219","2,019","2,019","20,238","5,000","4,640","24,878","44,454",-39515.00,"4,938",-320,-138,-138,"4,640",
1432,2024,"12,530", -   ,15, -   ,"12,545","111,300", -   ,"37,593","42,100", -   ,982,"43,082","80,990","68,218","111,300","8,751", -   ,"8,751","-1,369","2,517","2,517","68,218","1,099"
1433,2024,"23,733","53,422","40,824", -   ,"127,180","272,584","32,688","63,756","107,893","40,738","40,738","148,631","120,000","123,952","272,584","697,139",-664631.00,"32,508","2,826","2,754","2,203","123,953",
1434,2024,"3,859","2,106",73, -   ,"6,574","9,483",433, -   ,"16,800", -   , -   ,"16,800","7,278","-7,317","9,483","40,004",-32256.00,"7,749","2,403","-1,952","-1,952","-7,318",
1435,2024,"19,568",30,"4,291", -   ,"24,811","27,101","1,346","5,267","17,850", -   , -   ,"17,850","9,000","9,251","27,101","42,856",-34940.00,"7,916","2,426","2,426","2,285","9,251",
1436,2024,"3,093","4,393","5,174", -   ,"16,482","26,365","6,233", -   ,"10,889", -   , -   ,"10,889","10,000","15,477","26,365","56,224",-52975.00,"3,249","1,208","1,207",965,"15,477",
1437,2024,"22,681","3,978","28,768", -   ,"55,841","55,841","37,977", -   ,"45,798", -   , -   ,"45,798","10,000","10,043","55,841","93,290",-90163.00,"3,127","1,192","1,192",953,"10,043",
1438,2024,"2,938","1,009","6,556", -   ,"10,503","10,939","8,831",379,"12,611", -   , -   ,"12,611","1,000","-1,672","10,939","39,037",-36975.00,"2,062",-87,-94,-99,"-1,672",
1439,2024,181,"1,775","6,468","11,500","19,923","20,349",148, -   ,272, -   , -   ,272,"20,000","20,077","20,349","16,316",-15855.00,461,290,290,271,"20,077",
1440,2024,59,"10,507","10,148", -   ,"20,714","21,402","1,197", -   ,"16,182", -   , -   ,"16,182","5,000","5,219","21,402","29,750",-29374.00,375,86,86,69,"5,219",
1441,2024,"2,818","2,476","11,541", -   ,"16,835","26,736",361,"14,187","18,626", -   , -   ,"18,626","10,000","8,110","26,736","35,298",-33176.00,"2,122",11,-547,-547,"8,110",
1442,2024,"22,907","20,485","6,945",342,"53,434","85,354","6,499","166,649","195,829","57,465","57,465","253,294","8,100","-167,940","85,354","94,647",-114410.00,"-19,763","-39,028","-39,743","-39,743","-167,940",
1443,2024,19,"2,050","9,048","27,457","38,574","39,961",71,"3,710","33,264", -   , -   ,"33,264","7,050","6,697","39,961","25,915",-23972.00,"1,943",55,54,54,"6,696",
1444,2024,"17,442","96,862","101,003", -   ,"219,394","223,477","79,854","20,000","113,400", -   ,240,"113,640","98,000","109,837","223,477","327,834",-242529.00,"85,304","10,905","11,197","8,499","109,837",
1445,2024,"3,738",8,750, -   ,"4,495","6,537",280,316,"2,875", -   , -   ,"2,875","5,000","3,662","6,537","19,316",-16706.00,"2,610",171,99,99,"3,662",
1446,2024,174,"32,272","26,926", -   ,"59,728","67,188","11,144","8,133","59,722", -   , -   ,"59,722","10,000","7,466","67,188","35,790",-34542.00,"1,248",-285,-289,-289,"7,466",
1447,2024,"12,360","3,837","6,089", -   ,"22,285","29,662","8,707",467,"27,807", -   , -   ,"27,807","16,468","1,855","29,662","85,168",-78832.00,"6,336",554,162,162,"1,855",
1448,2024,"22,202","6,008","1,769", -   ,"29,978","30,691","1,728", -   ,"2,122", -   , -   ,"2,122","30,000","28,569","30,691","8,057",-7410.00,647,-324,-325,-325,"28,569",
1449,2024,152,"27,867","5,319", -   ,"33,338","36,523","1,046","24,790","25,903", -   , -   ,"25,903","10,000","10,621","36,523","106,482",-102613.00,"3,869",88,325,253,"10,621",
1450,2024,"6,289", -   ,238,"1,500","8,027","20,162", -   ,984,"3,387", -   , -   ,"3,387","15,000","16,775","20,162","42,451",-34868.00,"7,583","2,509","2,508","2,003","16,775",
1451,2024,"9,070","86,234","58,563","23,000","178,243","194,418","32,057","56,763","100,410", -   , -   ,"100,410","50,000","94,008","194,418","443,032",-428842.00,"14,190","1,865","5,615","4,291","94,008","4,022"
1452,2024,"2,436","4,736","4,974", -   ,"12,147","15,775",730,"4,376","7,059", -   , -   ,"7,059","10,000","8,717","15,775","43,152",-38461.00,"4,692","1,484","1,484","1,484","8,717",
1453,2024,"6,024","23,474","73,547", -   ,"103,044","103,935","12,331","60,645","83,859", -   , -   ,"83,859","22,000","20,076","103,935","44,171",-40497.00,"3,674",-300,-341,-341,"20,076",
1454,2024,"6,845","12,655","46,450", -   ,"68,211","80,792","1,554","28,761","52,785", -   , -   ,"52,785","20,000","28,007","80,792","144,093",-128665.00,"15,429","5,385","4,483","4,117","28,008",
1455,2024,475,"3,256","8,482", -   ,"12,212","17,407","1,403","2,889","5,595", -   , -   ,"5,595","12,000","11,812","17,407","34,113",-25677.00,"8,436",27,19,14,"11,812",
1456,2024,"3,324",205,"7,256", -   ,"10,784","13,320",519,"2,500","7,681", -   , -   ,"7,681","5,000","5,639","13,320","27,731",-25960.00,"1,771",732,726,715,"5,639",
1457,2024,"5,179","2,066","19,659","2,721","38,180","117,853","4,164","73,878","86,023", -   , -   ,"86,023","79,000","31,830","117,853","50,986",-49686.00,"1,300","-20,627","-8,244","-8,244","31,829",
1458,2024,"9,960",450,"15,477", -   ,"25,887","27,795","8,134","7,631","23,474", -   , -   ,"23,474","5,000","4,321","27,795","190,541",-182902.00,"7,640",54,-272,-284,"4,321",
1459,2024,"9,628",36,"24,076", -   ,"33,740","33,934","22,068","3,700","28,487", -   , -   ,"28,487","4,500","5,446","33,934","76,744",-75883.00,861,-48,-50,-50,"5,446",
1460,2024,"7,831",232,"11,136", -   ,"19,199","19,199","8,912", -   ,"8,925", -   , -   ,"8,925","10,000","10,275","19,199","106,527",-106343.00,184,61,58,47,"10,275",
1461,2024,"58,717","10,628","23,510", -   ,"92,855","97,182","75,522","8,750","92,844", -   , -   ,"92,844","6,000","4,339","97,182","49,654",-50183.00,-529,"-1,749","-1,749","-1,749","4,338",
1462,2024,"21,596","12,569","14,561", -   ,"48,725","50,884","1,237","22,703","38,338", -   , -   ,"38,338","10,000","12,546","50,884","200,909",-196017.00,"4,892",256,256,205,"12,546",
1463,2024,"2,856","1,697","10,196", -   ,"17,126","20,365","3,888","7,896","11,826", -   , -   ,"11,826","8,600","8,539","20,365","51,473",-47280.00,"4,193",152,152,121,"8,539",
1464,2024,"3,517", -   ,"6,126", -   ,"10,155","15,432","6,519","3,900","11,557", -   , -   ,"11,557","5,000","3,874","15,432","28,884",-25101.00,"3,783",55,-814,-825,"3,874",
1465,2024,892,"12,672","33,538", -   ,"50,015","97,133","3,452","63,467","70,432", -   , -   ,"70,432","25,000","26,700","97,133","87,124",-84744.00,"2,380","-1,662","-1,905","-1,945","26,700",
1466,2024,"4,358","1,567","10,039", -   ,"16,166","17,697",279, -   ,920, -   , -   ,920,"16,000","16,776","17,697","21,703",-20399.00,"1,305",280,280,224,"16,777",
1467,2024,"1,072","10,135","12,089",195,"25,497","29,748","5,531","12,072","20,467", -   , -   ,"20,467","9,000","9,281","29,748","56,263",-53005.00,"3,258",37,37,30,"8,831",
1468,2024,593,"12,690","8,033", -   ,"21,316","22,604","13,542","4,023","19,424", -   , -   ,"19,424","3,000","3,181","22,604","31,549",-34243.00,"-2,694","-4,139",-152,-156,"3,181",
1469,2024,589,"2,072","1,871", -   ,"7,776","31,791","7,315", -   ,"17,230", -   , -   ,"17,230","15,000","14,562","31,791","103,661",-101634.00,"2,027",419,426,337,"14,562", -   
1470,2024,"7,731", -   ,"58,351", -   ,"66,083","66,083",346,"43,962","44,640", -   , -   ,"44,640","22,000","21,443","66,083", -   , -   , -   ,-3,-3,-3,"21,443",
1471,2024,"440,796","40,143","694,101","4,855","1,196,342","1,196,342","210,866","114,495","1,165,776", -   , -   ,"1,165,776","60,000","30,566","1,196,342","39,304",-33959.00,"5,345","-12,291","-12,294","-12,294","30,566",
1472,2024,"2,631","25,697",343, -   ,"30,164","164,804","4,089","82,403","153,591", -   , -   ,"153,591","138,755","11,213","164,804","227,919",-199694.00,"28,226","-3,869","-5,288","-5,288","-18,562",
1473,2024,"41,295","537,197","302,620","2,802","884,711","4,552,865","802,666","1,329,833","2,556,002","1,725,917","2,072,613","4,628,615","807,928","-75,750","4,552,865","675,040",-757439.00,"-82,399","-558,995","-560,751","-560,751","-75,750","187,569"
1474,2024,589,"3,744","3,311", -   ,"9,080","10,798","2,198", -   ,"4,802", -   , -   ,"4,802","3,000","5,996","10,797","10,680",-8858.00,"1,823",65,65,52,"5,996",
1475,2024,"1,645","6,541",393, -   ,"14,434","40,936","5,367","28,054","39,654", -   , -   ,"39,654","27,878","1,282","40,936","41,152",-37717.00,"3,436","-8,863","-8,954","-8,954","1,282",
1476,2024,"1,004","12,411","3,142", -   ,"20,339","22,918","1,057", -   ,"26,752", -   , -   ,"26,752","5,000","-3,834","22,918","104,115",-103406.00,709,"-7,885","-7,885","-7,885","-3,834", -   
1477,2024,"1,301",311,"2,263", -   ,"3,976","5,588","1,468", -   ,"1,517", -   , -   ,"1,517","5,000","4,071","5,589","29,630",-29310.00,320,129,129,129,"4,071",
1478,2024,"17,280", -   ,803, -   ,"19,442","22,022","8,255","2,607","22,998", -   , -   ,"22,998","15,003",-976,"22,022","60,592", -   ,"60,592","1,442","-11,839","-11,839",-976,
1479,2024,"17,065","5,230","18,953", -   ,"42,353","64,116","6,435", -   ,"16,749", -   , -   ,"16,749","20,000","47,367","64,116","117,436",-92941.00,"24,496","11,708","11,874","9,455","47,367",
1480,2024,"13,323","4,133","4,105", -   ,"23,099","24,431","4,677",918,"23,479", -   , -   ,"23,479","2,200",952,"24,431","44,353",-39099.00,"5,255","1,087","1,086","1,086",952,
1481,2024,649,"24,371","34,280", -   ,"73,197","375,450","45,447","98,473","165,661","213,362","216,862","382,522","83,000","-7,072","375,450","240,337",-188432.00,"51,905","23,216","22,980","22,980","-7,072",
1482,2024,"11,937",786,"6,751", -   ,"21,835","29,422","1,658", -   ,"8,725", -   , -   ,"8,725","15,000","20,697","29,422","108,398",-98189.00,"10,209","6,136","6,074","4,874","20,697", -   
1483,2024,"6,158","1,915","7,697","11,000","28,437","116,259","4,970", -   ,"9,701", -   , -   ,"9,701","116,827","106,558","116,259","52,949",-51912.00,"1,038","-4,703","-3,506","-3,506","106,520", -   
1484,2024,"16,230","12,332","52,584", -   ,"87,772","127,698","1,759","6,075","10,262", -   , -   ,"10,262","88,029","117,436","127,698","58,932",-51366.00,"7,566","3,062","3,481","2,792","117,297",281
1485,2024,"17,700","16,408","24,758", -   ,"63,519","97,008","21,324", -   ,"36,541", -   , -   ,"36,541","30,000","60,467","97,008","185,701",-149877.00,"35,823","18,327","19,726","15,635","60,467",
1486,2024,"83,398","25,025","111,385","40,078","264,314","498,228","22,362","186,220","295,077","56,212","56,212","351,289","139,800","146,938","498,228","838,603",-696354.00,"142,249","39,101","40,176","32,100","146,939",
1487,2024,"3,277", -   ,"91,335", -   ,"94,612","114,914","25,862","20,499","69,975", -   , -   ,"69,975","45,000","44,939","114,914","145,963",-129812.00,"16,151","3,334","2,537","2,537","44,939",
1488,2024,"13,238",2,845, -   ,"14,084","14,481","7,694", -   ,"7,741", -   , -   ,"7,741","12,000","6,740","14,481",650, -   ,650,104,-863,-863,"6,740",
1489,2024,"5,520",44,"2,708", -   ,"8,355","10,874","6,027","3,000","9,829", -   , -   ,"9,829","9,000","1,045","10,874","23,805",-22618.00,"1,186",81,81,81,"1,045",
1490,2024,"16,394",464,"4,386", -   ,"21,244","25,654","1,376","15,599","16,996", -   , -   ,"16,996","9,000","8,658","25,654","24,882",-17541.00,"7,341","1,280",104,83,"8,658",
1491,2024,"8,349","3,159","3,672", -   ,"17,074","22,239","2,793","2,975","16,694",466,466,"17,160","5,000","5,079","22,239","114,036",-102340.00,"11,696","4,520","3,947","3,660","5,079",148
1492,2024,"1,080","31,622","4,370", -   ,"43,632","54,302","3,793","3,500","12,777", -   , -   ,"12,777","45,000","41,525","54,302","24,111",-17778.00,"6,333","1,170",989,989,"41,525",
1493,2024,"4,870","297,008","26,960", -   ,"339,634","624,557","188,472", -   ,"269,626","127,755","127,755","397,381","82,306","227,176","624,557","1,423,569",-1292642.00,"130,927","69,701","69,465","56,190","227,176","8,196"
1494,2024,"11,191","23,390","5,511", -   ,"41,123","85,689","39,813", -   ,"43,247", -   , -   ,"43,247","63,340","42,442","85,689","67,669",-72932.00,"-5,264","-11,227","-11,225","-11,225","42,442", -   
1495,2024,"17,566","36,841","11,370", -   ,"69,315","93,070","31,034", -   ,"38,190", -   ,"16,000","54,190","18,720","38,880","93,070","154,658",-139144.00,"15,514",883,"1,056",850,"38,880", -   
1496,2024,"2,117","19,720","49,800", -   ,"72,009","363,377",824,"166,028","195,665","56,000","56,000","251,665","218,349","111,712","363,377","145,444",-177387.00,"-31,942","-53,750","-53,750","-53,750","111,669","10,345"
1497,2024,767,"27,101","44,987", -   ,"75,554","254,699","91,794","30,661","189,919","17,762","17,762","207,681","81,046","47,018","254,699","259,560",-240109.00,"19,451","7,748","7,740","7,740","47,018",30
1498,2024,"1,661","90,267","30,904",121,"124,412","607,989","28,622","60,946","126,169","135,122","135,122","261,291","319,312","346,698","607,989","388,171",-305911.00,"82,259","3,555","15,629","8,601","346,116","15,482"
1499,2024,"18,479","266,292","189,059", -   ,"474,113","934,934","280,133","77,572","395,531","251,866","251,866","647,397","162,494","287,538","934,934","1,225,281",-1102755.00,"122,526","45,513","45,216","40,745","287,538","4,109"
1500,2024,"1,344","26,416","33,407", -   ,"67,494","115,654","77,303", -   ,"85,353","43,982","43,982","129,335","23,152","-13,681","115,654","83,901",-72890.00,"11,011","-16,426","-17,980","-17,980","-13,681",
1501,2024,"47,094","1,281,228","63,475","32,500","1,491,095","2,161,653","438,688","585,659","1,125,595","660,351","660,351","1,785,945","162,073","375,708","2,161,654","1,360,977",-1158884.00,"202,094","14,878","14,792","11,817","375,568","51,223"
1502,2024,"3,980","32,501","76,433", -   ,"118,969","476,298","64,453","247,147","354,573", -   , -   ,"354,573","92,928","121,724","476,298","409,001",-313866.00,"95,135","31,434","16,515","13,079","121,724","11,152"
1503,2024,"5,151","1,320","12,091", -   ,"20,190","46,254","3,118", -   ,"10,581","9,123","9,123","19,705","13,784","26,550","46,255","72,665",-59822.00,"12,842","8,883","8,288","6,506","26,550", -   
1504,2024,"12,314","7,080","8,743", -   ,"28,294","35,219","12,839","10,220","26,466", -   , -   ,"26,466","11,486","8,753","35,219","53,672",-40564.00,"13,109","7,042","7,040","7,040","8,753", -   
1505,2024,"32,241","22,308",704, -   ,"75,257","95,982","21,125", -   ,"108,131", -   ,"9,309","117,440","23,155","-21,458","95,982","310,008",-297399.00,"12,609","-2,767","-2,493","-2,493","-21,457",
1506,2024,"4,478","29,120","26,177", -   ,"63,595","164,703","28,969","40,250","94,345", -   , -   ,"94,345","147,168","70,358","164,703","325,642",-308900.00,"16,742","-23,860","3,392","2,714","69,965","1,602"
1507,2024,"5,447","14,395",15, -   ,"20,758","82,658","4,943","4,089","13,972","63,868","63,868","77,840","22,987","4,818","82,658","38,383",-31728.00,"6,655","-5,188","-5,231","-5,231","4,818",
1508,2024,"2,740","11,343","1,723", -   ,"35,622","181,077","17,931", -   ,"100,179", -   , -   ,"100,179","70,000","80,898","181,077","174,436",-155417.00,"19,019","6,164","6,858","5,241","80,898",594
1509,2024,"5,721","2,318","5,347", -   ,"17,480","35,828",394, -   ,"10,268", -   ,"1,864","12,132","45,800","23,696","35,828","191,883",-143651.00,"48,233","15,258","15,164","15,164","23,696",
1510,2024,"7,124","1,424","1,576", -   ,"11,205","11,301","1,326","4,129","10,794", -   , -   ,"10,794","5,000",507,"11,301","28,180",-25701.00,"2,479","-1,011","-1,751","-1,751",507,
1511,2024,"1,388",759,"3,297", -   ,"15,812","29,892","3,540", -   ,"6,808","19,830","19,830","26,638","1,000","3,254","29,892","109,366",-105202.00,"4,165",992,992,794,"3,254",
1512,2024,"32,672","1,045","40,791", -   ,"74,507","74,824","72,507", -   ,"72,602", -   , -   ,"72,602","2,000","2,223","74,824","13,498",-13304.00,193,62,61,49,"2,222",
1513,2024,478,"2,593","16,839", -   ,"19,910","20,487","10,667",398,"18,136", -   , -   ,"18,136","2,000","2,351","20,487","33,727",-33327.00,400,186,143,115,"2,351",
1514,2024,"1,192","1,398","4,382", -   ,"7,235","8,180","4,090", -   ,"6,951", -   , -   ,"6,951","10,357","1,229","8,180","51,401",-44145.00,"7,256","3,140","3,154","3,154","1,229",1
1515,2024,"2,305","13,012","57,648", -   ,"73,256","88,306","10,600", -   ,"23,952", -   , -   ,"23,952","34,760","64,354","88,306","326,109",-288121.00,"37,988","20,499","19,609","15,506","64,349", -   
1516,2024,"10,141","11,476","4,057","23,000","71,884","76,423","8,862", -   ,"55,733", -   , -   ,"55,733", -   ,"20,690","76,423","63,909",-66138.00,"-2,229","-6,665",-616,-616,"20,690",
1517,2024,"7,231","30,990","22,139", -   ,"67,620","72,024","62,669", -   ,"67,504", -   , -   ,"67,504","5,988","4,521","72,024","48,716",-39597.00,"9,118",-493,-864,-864,"4,521",
1518,2024,"17,432", -   ,"2,151", -   ,"19,660","21,389",156, -   ,"4,117", -   , -   ,"4,117","2,000","17,272","21,389","29,640",-17737.00,"11,903","8,710","8,710","7,733","17,272", -   
